,age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,days_since_last_contact,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
233,24.0,unemployed,single,unknown,no,no,yes,telephone,may,tue,121.0,2,999,0,nonexistent,no,Fafe
234,31.0,blue-collar,unknown,high.school,no,no,no,cellular,jul,wed,166.0,1,999,0,nonexistent,no,Pinhel
235,34.0,admin.,married,unknown,no,yes,no,telephone,may,wed,232.0,2,999,0,nonexistent,no,Portimão
236,49.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,3.0,1,999,0,nonexistent,no,Machico
237,55.0,services,unknown,high.school,no,yes,no,telephone,may,tue,232.0,1,999,0,nonexistent,no,Serpa
238,45.0,services,married,basic.6y,no,yes,yes,telephone,jun,thu,232.0,1,999,0,nonexistent,no,Santana
239,32.0,technician,single,high.school,no,yes,yes,cellular,may,mon,232.0,1,999,0,nonexistent,no,Portimão
240,54.0,technician,married,professional.course,no,no,no,cellular,jul,fri,796.0,1,999,0,nonexistent,no,Câmara de Lobos
241,55.0,retired,married,basic.9y,unknown,no,no,cellular,may,wed,674.0,1,999,0,nonexistent,no,Mirandela
242,36.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,232.0,4,999,0,nonexistent,no,Funchal
243,33.0,blue-collar,unknown,basic.9y,no,no,no,telephone,jul,tue,346.0,2,999,0,nonexistent,no,Fátima
244,72.0,retired,unknown,unknown,no,yes,no,cellular,jul,mon,128.0,2,999,1,failure,no,Praia da Vitória
245,59.0,admin.,married,university.degree,no,yes,no,telephone,may,fri,232.0,2,999,0,nonexistent,no,Lagoa
246,26.0,services,single,high.school,no,no,no,cellular,may,thu,243.0,1,999,0,nonexistent,no,Gondomar
247,45.0,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,wed,123.0,1,999,0,nonexistent,no,Queluz
248,25.0,student,single,high.school,no,yes,no,cellular,may,mon,432.0,3,999,0,nonexistent,no,Fafe
249,40.0,blue-collar,single,unknown,no,no,yes,telephone,jun,fri,274.0,2,999,0,nonexistent,no,Vila Real
250,51.0,unknown,divorced,high.school,no,yes,no,cellular,jul,thu,241.0,2,999,0,nonexistent,no,Valpaços
251,48.0,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu,49.0,16,999,0,nonexistent,no,Ermesinde
252,32.0,management,married,high.school,no,yes,no,telephone,may,mon,232.0,1,999,0,nonexistent,no,Agualva-Cacém
253,29.0,admin.,single,high.school,no,yes,no,cellular,jul,tue,202.0,2,999,0,nonexistent,no,Serpa
254,34.0,admin.,married,high.school,no,yes,no,cellular,aug,thu,103.0,1,999,0,nonexistent,no,Setúbal
255,43.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,24.0,28,999,0,nonexistent,no,Amora
256,42.0,blue-collar,married,unknown,unknown,no,no,telephone,may,wed,276.0,2,999,0,nonexistent,no,Amora
257,57.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,232.0,2,999,0,nonexistent,no,Loulé
258,38.0,services,married,high.school,no,no,no,telephone,may,wed,232.0,2,999,0,nonexistent,no,Vila Franca de Xira
259,39.0,self-employed,unknown,unknown,unknown,yes,yes,telephone,jun,mon,258.0,1,999,0,nonexistent,no,Tavira
260,55.0,self-employed,married,basic.9y,no,yes,yes,cellular,may,tue,232.0,2,999,0,nonexistent,no,Esmoriz
261,42.0,technician,single,high.school,no,no,no,cellular,jul,wed,58.0,2,999,0,nonexistent,no,Valongo
262,42.0,entrepreneur,single,unknown,no,no,no,cellular,jul,wed,295.0,1,999,0,nonexistent,no,Peniche
263,52.0,self-employed,married,university.degree,no,no,no,telephone,may,tue,31.0,3,999,0,nonexistent,no,Peso da Régua
264,36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,232.0,2,999,0,nonexistent,no,Vila Franca de Xira
265,44.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,302.0,2,999,0,nonexistent,no,Loulé
266,49.0,admin.,single,unknown,unknown,no,no,cellular,nov,tue,74.0,2,999,0,nonexistent,no,Queluz
267,54.0,admin.,married,university.degree,no,yes,yes,telephone,jun,thu,232.0,2,999,0,nonexistent,no,Póvoa de Santa Iria
268,55.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,80.0,3,999,0,nonexistent,no,Esposende
269,53.0,admin.,married,professional.course,no,yes,no,telephone,may,tue,232.0,2,999,0,nonexistent,no,Esmoriz
270,25.0,services,single,basic.6y,unknown,no,no,cellular,jul,thu,88.0,1,999,0,nonexistent,no,Tondela
271,38.0,admin.,married,high.school,no,yes,no,cellular,nov,tue,232.0,2,999,0,nonexistent,no,Tondela
272,36.0,unknown,married,high.school,no,yes,no,cellular,nov,thu,111.0,3,999,1,failure,no,Esmoriz
273,41.0,technician,single,professional.course,no,no,no,cellular,aug,tue,358.0,1,999,0,nonexistent,no,Portalegre
274,37.0,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,232.0,1,999,1,failure,no,Oliveira do Bairro
275,33.0,blue-collar,married,unknown,no,no,no,cellular,jul,mon,232.0,4,999,0,nonexistent,no,Vendas Novas
276,44.0,admin.,married,university.degree,no,yes,no,cellular,may,tue,203.0,2,999,0,nonexistent,no,Vila Real de Santo António
277,51.0,management,married,university.degree,no,yes,no,telephone,nov,fri,232.0,1,999,0,nonexistent,no,Vila Franca de Xira
278,30.0,blue-collar,single,high.school,no,yes,no,cellular,jun,wed,232.0,2,999,0,nonexistent,no,Silves
279,35.0,blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,232.0,2,999,0,nonexistent,no,Reguengos de Monsaraz
280,35.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,176.0,4,999,0,nonexistent,no,Vila Nova de Famalicão
281,34.0,admin.,married,university.degree,no,no,no,telephone,may,tue,184.0,1,999,0,nonexistent,no,Covilhã
282,49.0,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,281.0,2,999,0,nonexistent,no,Esmoriz
283,36.0,blue-collar,married,high.school,no,yes,yes,cellular,jul,wed,232.0,1,999,0,nonexistent,no,Vila Nova de Foz Côa
284,44.0,management,unknown,university.degree,no,yes,no,telephone,jun,mon,232.0,8,999,0,nonexistent,no,Águeda
285,40.0,technician,married,university.degree,no,no,no,cellular,may,mon,192.0,4,999,1,failure,no,Águeda
286,40.0,blue-collar,divorced,high.school,unknown,no,no,telephone,may,thu,232.0,6,999,0,nonexistent,no,Águeda
287,54.0,retired,divorced,university.degree,no,yes,no,cellular,jul,tue,152.0,2,999,0,nonexistent,no,Alfena
288,34.0,technician,unknown,professional.course,no,yes,no,cellular,aug,tue,120.0,9,999,0,nonexistent,no,Torres Vedras
289,46.0,admin.,married,professional.course,no,no,no,telephone,may,mon,232.0,3,999,0,nonexistent,no,Vila Real
290,81.0,unknown,married,basic.4y,no,yes,no,cellular,oct,wed,232.0,2,999,0,nonexistent,no,Agualva-Cacém
291,53.0,blue-collar,divorced,basic.6y,no,yes,no,telephone,nov,wed,232.0,3,999,0,nonexistent,no,Esmoriz
292,42.0,technician,married,university.degree,no,no,no,cellular,jul,wed,130.0,3,999,0,nonexistent,no,Vendas Novas
293,35.0,services,married,high.school,no,yes,no,cellular,may,thu,117.0,3,999,1,failure,no,Oliveira do Hospital
294,51.0,admin.,single,university.degree,no,no,no,cellular,may,wed,187.0,1,999,0,nonexistent,no,Faro
295,35.0,technician,single,university.degree,no,yes,no,cellular,aug,fri,105.0,7,999,0,nonexistent,no,Gouveia
296,38.0,retired,unknown,university.degree,no,yes,no,telephone,oct,wed,129.0,3,999,0,nonexistent,no,Câmara de Lobos
297,50.0,self-employed,married,basic.9y,unknown,no,no,cellular,may,thu,291.0,1,999,0,nonexistent,no,Tondela
298,32.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,184.0,1,999,0,nonexistent,no,Gondomar
299,32.0,management,single,university.degree,no,no,no,telephone,may,thu,81.0,2,999,0,nonexistent,no,Oliveira do Bairro
300,38.0,technician,unknown,professional.course,no,yes,no,cellular,may,fri,68.0,1,999,1,failure,no,Pinhel
301,34.0,blue-collar,single,high.school,no,yes,no,cellular,may,wed,39.0,1,10,1,success,no,Ovar
302,39.0,blue-collar,unknown,high.school,no,yes,no,telephone,may,fri,480.0,2,999,0,nonexistent,no,Agualva-Cacém
303,59.0,retired,married,basic.4y,no,no,no,telephone,apr,tue,232.0,4,999,0,nonexistent,no,Tondela
304,74.0,retired,married,professional.course,no,no,no,cellular,aug,wed,298.0,1,999,0,nonexistent,no,Valongo
305,34.0,services,married,unknown,unknown,yes,no,telephone,jun,thu,232.0,1,999,0,nonexistent,no,Almada
306,35.0,technician,married,university.degree,unknown,no,no,cellular,aug,thu,88.0,5,999,0,nonexistent,no,Silves
307,39.0,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,413.0,2,999,0,nonexistent,no,Mirandela
308,53.0,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84.0,2,999,0,nonexistent,no,Miranda do Douro
309,38.0,admin.,divorced,high.school,no,no,no,cellular,may,tue,326.0,1,999,0,nonexistent,no,Guimarães
310,33.0,services,married,high.school,no,yes,no,cellular,may,fri,232.0,1,999,0,nonexistent,no,Câmara de Lobos
311,29.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,232.0,2,999,0,nonexistent,no,Portimão
312,29.0,management,married,university.degree,no,no,yes,cellular,aug,wed,232.0,2,999,0,nonexistent,no,Portimão
313,44.0,unknown,single,basic.9y,no,no,no,cellular,nov,mon,115.0,1,999,1,failure,no,Alfena
314,31.0,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,597.0,17,999,0,nonexistent,no,Odivelas
315,55.0,retired,married,university.degree,unknown,yes,no,telephone,may,thu,720.0,3,999,0,nonexistent,no,Olhão da Restauração
316,33.0,technician,single,basic.9y,no,no,no,telephone,nov,tue,232.0,1,999,0,nonexistent,no,Santana
317,33.0,technician,single,university.degree,no,no,no,cellular,nov,tue,232.0,1,999,0,nonexistent,no,Portimão
318,58.0,technician,married,high.school,no,no,no,telephone,jun,thu,232.0,3,999,0,nonexistent,no,Marinha Grande
319,46.0,unknown,married,university.degree,no,no,no,telephone,may,wed,93.0,4,999,0,nonexistent,no,Almada
320,26.0,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,232.0,2,999,0,nonexistent,no,Gondomar
321,28.0,admin.,single,high.school,no,no,no,cellular,jul,wed,107.0,1,999,0,nonexistent,no,Câmara de Lobos
322,37.0,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,198.0,1,999,0,nonexistent,no,Águeda
323,27.0,technician,single,unknown,no,yes,no,cellular,apr,wed,88.0,3,999,0,nonexistent,no,Gondomar
324,45.0,unknown,married,basic.6y,unknown,no,no,telephone,may,mon,265.0,1,999,0,nonexistent,no,Esmoriz
325,42.0,admin.,single,professional.course,no,no,no,cellular,apr,tue,232.0,1,999,0,nonexistent,no,Esposende
326,37.0,blue-collar,married,high.school,no,no,no,telephone,may,fri,232.0,1,999,0,nonexistent,no,Ponta Delgada
327,54.0,management,married,unknown,no,no,no,cellular,nov,tue,232.0,1,999,1,failure,no,Agualva-Cacém
328,54.0,technician,unknown,professional.course,no,no,yes,telephone,jul,fri,395.0,6,999,0,nonexistent,no,Valpaços
329,38.0,unknown,single,high.school,no,yes,no,telephone,may,wed,260.0,1,999,0,nonexistent,no,Fátima
330,30.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,232.0,4,999,0,nonexistent,no,Lagoa
331,53.0,services,married,high.school,no,no,no,telephone,may,wed,429.0,1,999,0,nonexistent,no,Lisbon
332,39.0,services,single,professional.course,unknown,yes,no,cellular,may,thu,199.0,1,999,1,failure,no,Gouveia
333,32.0,technician,married,basic.9y,no,no,no,cellular,jul,fri,232.0,5,999,0,nonexistent,no,Ovar
334,27.0,admin.,single,university.degree,no,yes,no,telephone,may,tue,142.0,1,999,0,nonexistent,no,Agualva-Cacém
335,49.0,management,married,university.degree,no,yes,no,cellular,jun,mon,128.0,1,999,1,failure,no,Matosinhos
336,28.0,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,251.0,1,999,0,nonexistent,no,Mêda
337,29.0,blue-collar,single,professional.course,no,yes,no,cellular,may,wed,232.0,3,999,0,nonexistent,no,Portimão
338,35.0,admin.,married,professional.course,no,yes,no,cellular,may,mon,232.0,2,3,1,success,no,Câmara de Lobos
339,27.0,admin.,married,unknown,no,yes,yes,cellular,may,thu,162.0,2,999,1,failure,no,Vendas Novas
340,57.0,services,divorced,high.school,no,yes,no,telephone,may,fri,288.0,2,999,0,nonexistent,no,Viseu
341,35.0,unknown,married,university.degree,no,yes,no,cellular,apr,mon,337.0,1,999,2,failure,no,Ílhavo
342,38.0,technician,married,basic.9y,no,no,no,cellular,nov,mon,99.0,1,999,0,nonexistent,no,Vila Nova de Santo André
343,29.0,admin.,married,high.school,no,yes,no,telephone,jun,tue,186.0,1,999,0,nonexistent,no,Mealhada
344,50.0,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,232.0,1,999,0,nonexistent,no,Funchal
345,52.0,technician,married,basic.9y,no,no,yes,telephone,jun,wed,249.0,1,999,0,nonexistent,no,Mirandela
346,38.0,admin.,single,professional.course,no,yes,yes,telephone,jun,fri,232.0,1,999,0,nonexistent,no,Lourosa
347,49.0,admin.,married,high.school,no,no,yes,telephone,may,thu,627.0,3,999,0,nonexistent,no,Esmoriz
348,37.0,unknown,single,basic.9y,no,yes,no,cellular,may,mon,189.0,1,999,0,nonexistent,no,Odivelas
349,34.0,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,23.0,1,999,0,nonexistent,no,Seixal
350,36.0,blue-collar,single,basic.4y,no,yes,no,telephone,jun,fri,232.0,8,999,0,nonexistent,no,Agualva-Cacém
351,45.0,technician,married,basic.9y,unknown,no,no,telephone,may,tue,232.0,2,999,0,nonexistent,no,Rio Tinto
352,57.0,unknown,single,professional.course,no,yes,no,telephone,jun,thu,451.0,2,999,0,nonexistent,no,Funchal
353,45.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,232.0,9,999,0,nonexistent,no,Agualva-Cacém
354,41.0,unknown,married,high.school,unknown,no,no,telephone,may,fri,165.0,4,999,0,nonexistent,no,Valpaços
355,58.0,self-employed,married,unknown,unknown,no,no,cellular,may,wed,250.0,2,999,0,nonexistent,no,Praia da Vitória
356,65.0,retired,married,basic.4y,no,yes,no,telephone,oct,thu,138.0,4,999,0,nonexistent,no,Mealhada
357,31.0,technician,single,unknown,no,no,no,cellular,aug,mon,308.0,1,999,2,failure,no,Machico
358,40.0,services,married,basic.6y,unknown,no,no,cellular,apr,thu,140.0,2,999,2,failure,no,Albufeira
359,37.0,housemaid,married,high.school,no,yes,no,telephone,may,mon,232.0,2,999,0,nonexistent,no,Torres Novas
360,40.0,blue-collar,married,unknown,unknown,yes,no,telephone,jun,mon,232.0,2,999,0,nonexistent,no,Oliveira do Bairro
361,33.0,management,married,high.school,unknown,yes,no,telephone,may,thu,202.0,1,999,0,nonexistent,no,Ermesinde
362,41.0,services,divorced,high.school,no,yes,no,cellular,jul,thu,474.0,1,999,0,nonexistent,no,Torres Novas
363,35.0,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,634.0,2,999,0,nonexistent,no,Funchal
364,32.0,unknown,single,professional.course,no,no,no,telephone,may,mon,131.0,1,999,0,nonexistent,no,Gondomar
365,36.0,management,married,university.degree,no,yes,yes,cellular,apr,mon,163.0,1,999,1,failure,no,Matosinhos
366,35.0,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,82.0,1,999,0,nonexistent,no,Gouveia
367,34.0,technician,divorced,professional.course,no,no,no,telephone,jun,mon,442.0,3,999,0,nonexistent,no,Oliveira do Bairro
368,54.0,management,married,university.degree,no,no,no,cellular,nov,tue,339.0,1,999,0,nonexistent,no,Mêda
369,40.0,management,married,basic.6y,no,yes,no,cellular,apr,thu,77.0,1,999,1,failure,no,Anadia
370,32.0,technician,unknown,university.degree,no,yes,no,cellular,aug,thu,232.0,2,999,0,nonexistent,no,Vendas Novas
371,34.0,unknown,married,university.degree,no,no,no,telephone,may,fri,83.0,2,999,0,nonexistent,no,Santa Cruz
372,31.0,management,married,high.school,no,yes,no,cellular,may,tue,78.0,1,999,1,failure,no,Pinhel
373,29.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,391.0,2,999,0,nonexistent,no,Torres Vedras
374,35.0,admin.,married,university.degree,no,yes,no,telephone,may,mon,193.0,6,999,0,nonexistent,no,Pinhel
375,29.0,entrepreneur,single,university.degree,no,no,no,cellular,apr,fri,232.0,2,999,0,nonexistent,no,Rio Tinto
376,47.0,admin.,divorced,high.school,no,no,no,cellular,jul,mon,480.0,1,999,0,nonexistent,no,Tondela
377,50.0,unknown,married,unknown,no,yes,no,cellular,nov,thu,153.0,3,999,0,nonexistent,no,Valongo
378,28.0,services,married,high.school,no,yes,no,telephone,may,fri,232.0,4,999,0,nonexistent,no,Gouveia
379,33.0,admin.,married,university.degree,no,yes,no,cellular,jun,mon,232.0,1,999,0,nonexistent,no,Seixal
380,39.0,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,205.0,2,999,0,nonexistent,no,Queluz
381,28.0,admin.,single,university.degree,no,no,no,cellular,may,tue,118.0,1,999,2,failure,no,Costa da Caparica
382,37.0,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,fri,232.0,2,999,0,nonexistent,no,Portalegre
383,35.0,management,single,unknown,no,yes,yes,cellular,nov,thu,232.0,1,999,0,nonexistent,no,Portalegre
384,37.0,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,48.0,1,999,0,nonexistent,no,Queluz
385,35.0,self-employed,single,university.degree,no,no,no,cellular,jul,wed,157.0,1,999,0,nonexistent,no,Ovar
386,27.0,blue-collar,single,basic.6y,no,no,no,telephone,jul,mon,9.0,1,999,0,nonexistent,no,Agualva-Cacém
387,27.0,student,single,basic.9y,no,yes,no,cellular,aug,wed,232.0,1,999,0,nonexistent,no,Silves
388,41.0,services,divorced,basic.9y,no,yes,no,telephone,jun,mon,312.0,1,999,0,nonexistent,no,Praia da Vitória
389,37.0,unknown,married,high.school,unknown,no,yes,telephone,may,thu,232.0,1,999,0,nonexistent,no,Esmoriz
390,39.0,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,340.0,1,999,0,nonexistent,no,Agualva-Cacém
391,47.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,65.0,2,999,0,nonexistent,no,Valbom
392,52.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,232.0,2,999,0,nonexistent,no,Águeda
393,37.0,self-employed,married,professional.course,unknown,yes,no,telephone,may,fri,78.0,13,999,0,nonexistent,no,Faro
394,54.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,65.0,6,999,0,nonexistent,no,Covilhã
395,47.0,blue-collar,unknown,high.school,no,yes,no,cellular,may,fri,232.0,3,999,0,nonexistent,no,Coimbra
396,46.0,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,513.0,5,999,0,nonexistent,no,Esmoriz
397,38.0,entrepreneur,married,professional.course,no,yes,yes,cellular,jun,tue,262.0,2,999,1,failure,no,Guarda
398,26.0,unemployed,unknown,high.school,no,no,no,cellular,jul,tue,322.0,4,999,0,nonexistent,no,Viseu
399,42.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jul,tue,190.0,1,999,0,nonexistent,no,Vila Real de Santo António
400,51.0,technician,married,university.degree,no,yes,no,telephone,may,tue,470.0,2,999,0,nonexistent,no,Valbom
401,31.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,232.0,3,999,0,nonexistent,no,Loulé
402,41.0,admin.,single,high.school,no,yes,no,telephone,jun,fri,266.0,2,999,0,nonexistent,no,Portimão
403,28.0,technician,single,basic.9y,no,yes,no,cellular,may,thu,232.0,1,999,1,failure,no,Mirandela
404,46.0,management,married,basic.9y,no,no,no,telephone,may,wed,232.0,1,999,0,nonexistent,no,Freamunde
405,34.0,technician,married,professional.course,no,yes,yes,telephone,may,mon,207.0,4,999,0,nonexistent,no,Valbom
406,28.0,blue-collar,unknown,basic.4y,no,yes,no,cellular,jul,thu,232.0,4,999,0,nonexistent,no,Vila Franca de Xira
407,48.0,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,563.0,1,999,0,nonexistent,no,Amora
408,28.0,blue-collar,unknown,basic.9y,unknown,yes,no,cellular,may,fri,219.0,6,999,0,nonexistent,no,Funchal
409,54.0,unknown,married,professional.course,no,yes,no,cellular,jul,fri,72.0,1,999,0,nonexistent,no,Santo Tirso
410,45.0,admin.,divorced,university.degree,unknown,yes,no,telephone,may,mon,232.0,5,999,0,nonexistent,no,Oliveira do Bairro
411,55.0,technician,married,basic.9y,no,no,yes,cellular,nov,wed,113.0,2,999,1,failure,no,Vila Real de Santo António
412,36.0,services,married,high.school,no,no,yes,telephone,may,wed,166.0,5,999,0,nonexistent,no,Lamego
413,58.0,admin.,married,university.degree,no,yes,no,telephone,aug,thu,60.0,1,999,0,nonexistent,no,Trancoso
414,44.0,unknown,married,unknown,unknown,yes,no,telephone,jun,tue,232.0,4,999,0,nonexistent,no,Póvoa de Santa Iria
415,52.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,109.0,1,999,0,nonexistent,no,Valbom
416,33.0,admin.,married,university.degree,no,no,no,cellular,apr,thu,179.0,1,999,0,nonexistent,no,Vila Baleira (a.k.a. Porto Santo)
